aoi,fold,image_id
znz,4,znz_33cae6_09976.tif
mon,0,mon_493701_05639.tif
mon,1,mon_207cc7_05696.tif
dar,2,dar_f883a0_03019.tif
znz,3,znz_3f8360_13077.tif
dar,4,dar_42f235_01559.tif
znz,0,znz_3b20d4_10888.tif
dar,1,dar_f883a0_03451.tif
kam,2,kam_4e7c7f_16164.tif
dar,3,dar_42f235_01694.tif
znz,4,znz_9b8638_14561.tif
znz,0,znz_bc32f1_09581.tif
znz,1,znz_c7415c_12415.tif
znz,2,znz_aee7fd_07147.tif
znz,3,znz_425403_14409.tif
znz,4,znz_aee7fd_07467.tif
znz,0,znz_425403_13955.tif
dar,1,dar_353093_00789.tif
znz,2,znz_06f252_06427.tif
znz,3,znz_bd5c14_15650.tif
acc,4,acc_665946_04820.tif
acc,0,acc_ca041a_04990.tif
znz,1,znz_bc32f1_09068.tif
dar,2,dar_42f235_01274.tif
znz,3,znz_bc32f1_08719.tif
znz,4,znz_bc32f1_09546.tif
znz,0,znz_aee7fd_07544.tif
dar,1,dar_a017f9_00569.tif
znz,2,znz_aee7fd_07626.tif
dar,3,dar_42f235_01726.tif
znz,4,znz_9b8638_14586.tif
dar,0,dar_0a4c40_03626.tif
znz,1,znz_aee7fd_07673.tif
dar,2,dar_f883a0_02594.tif
znz,3,znz_bd5c14_15967.tif
znz,4,znz_3b20d4_10580.tif
dar,0,dar_42f235_01287.tif
znz,1,znz_bc32f1_08987.tif
znz,2,znz_33cae6_09736.tif
dar,3,dar_f883a0_02424.tif
dar,4,dar_0a4c40_04218.tif
znz,0,znz_75cdfa_08477.tif
znz,1,znz_c7415c_12321.tif
znz,2,znz_e52478_13339.tif
znz,3,znz_aee7fd_07449.tif
mon,4,mon_493701_05641.tif
znz,0,znz_3b20d4_10585.tif
dar,1,dar_42f235_01146.tif
znz,2,znz_425403_13813.tif
acc,3,acc_d41d81_05370.tif
znz,4,znz_75cdfa_08672.tif
znz,0,znz_9b8638_15036.tif
dar,1,dar_0a4c40_04009.tif
znz,2,znz_3b20d4_10595.tif
dar,3,dar_42f235_02086.tif
acc,4,acc_ca041a_05131.tif
znz,0,znz_bc32f1_08982.tif
znz,1,znz_bd5c14_15673.tif
znz,2,znz_076995_11429.tif
znz,3,znz_425403_14449.tif
dar,4,dar_0a4c40_04087.tif
acc,0,acc_ca041a_05012.tif
znz,1,znz_33cae6_10143.tif
znz,2,znz_076995_11895.tif
znz,3,znz_9b8638_14824.tif
znz,4,znz_e52478_13349.tif
znz,0,znz_33cae6_09707.tif
mon,1,mon_207cc7_05757.tif
znz,2,znz_06f252_06410.tif
znz,3,znz_9b8638_15151.tif
dar,4,dar_f883a0_03245.tif
dar,0,dar_a017f9_00635.tif
dar,1,dar_42f235_01280.tif
znz,2,znz_9b8638_14592.tif
znz,3,znz_33cae6_10129.tif
znz,4,znz_aee7fd_06949.tif
znz,0,znz_425403_14404.tif
dar,1,dar_f883a0_02516.tif
nia,2,nia_825a50_04389.tif
dar,3,dar_b15fce_00057.tif
dar,4,dar_0a4c40_03550.tif
znz,0,znz_06f252_06653.tif
znz,1,znz_9b8638_14934.tif
znz,2,znz_3b20d4_11207.tif
dar,3,dar_b15fce_00189.tif
znz,4,znz_33cae6_09783.tif
znz,0,znz_aee7fd_07733.tif
znz,1,znz_3b20d4_11191.tif
znz,2,znz_3f8360_12630.tif
acc,3,acc_ca041a_04921.tif
znz,4,znz_3b20d4_10854.tif
dar,0,dar_a017f9_00397.tif
znz,1,znz_bc32f1_09249.tif
dar,2,dar_b15fce_00331.tif
dar,3,dar_353093_01076.tif
znz,4,znz_bc32f1_08970.tif
dar,0,dar_42f235_01775.tif
dar,1,dar_42f235_01511.tif
dar,2,dar_353093_00732.tif
znz,3,znz_06f252_06091.tif
ptn,4,ptn_f49f31_05445.tif
znz,0,znz_33cae6_09778.tif
znz,1,znz_425403_14234.tif
mon,2,mon_493701_05688.tif
znz,3,znz_33cae6_09670.tif
znz,4,znz_bd5c14_15939.tif
dar,0,dar_f883a0_02911.tif
znz,1,znz_33cae6_10020.tif
znz,2,znz_076995_11881.tif
ptn,3,ptn_abe1a3_05610.tif
znz,4,znz_3f8360_13016.tif
znz,0,znz_3f8360_12585.tif
znz,1,znz_c7415c_12162.tif
dar,2,dar_f883a0_02579.tif
dar,3,dar_353093_00840.tif
dar,4,dar_42f235_01629.tif
znz,0,znz_9b8638_14851.tif
znz,1,znz_3b20d4_10496.tif
znz,2,znz_75cdfa_08528.tif
mon,3,mon_f15272_05843.tif
znz,4,znz_75cdfa_07826.tif
znz,0,znz_aee7fd_07648.tif
mon,1,mon_f15272_05807.tif
dar,2,dar_f883a0_02736.tif
znz,3,znz_bd5c14_15714.tif
znz,4,znz_75cdfa_07972.tif
dar,0,dar_42f235_01887.tif
znz,1,znz_33cae6_09699.tif
acc,2,acc_a42435_04543.tif
znz,3,znz_bc32f1_08812.tif
znz,4,znz_3b20d4_10629.tif
znz,0,znz_9b8638_14567.tif
dar,1,dar_42f235_02023.tif
acc,2,acc_d41d81_05384.tif
znz,3,znz_bc32f1_09512.tif
znz,4,znz_076995_11462.tif
znz,0,znz_aee7fd_07664.tif
mon,1,mon_207cc7_05768.tif
znz,2,znz_aee7fd_07161.tif
znz,3,znz_e52478_13277.tif
znz,4,znz_33cae6_10167.tif
znz,0,znz_425403_14491.tif
znz,1,znz_076995_11824.tif
ptn,2,ptn_abe1a3_05597.tif
znz,3,znz_75cdfa_08056.tif
znz,4,znz_076995_11403.tif
znz,0,znz_bc32f1_09052.tif
acc,1,acc_ca041a_05138.tif
znz,2,znz_aee7fd_07371.tif
znz,3,znz_06f252_06310.tif
znz,4,znz_425403_13998.tif
znz,0,znz_06f252_06366.tif
znz,1,znz_425403_13922.tif
dar,2,dar_f883a0_02602.tif
dar,3,dar_f883a0_03176.tif
znz,4,znz_75cdfa_07847.tif
znz,0,znz_3b20d4_10682.tif
dar,1,dar_353093_01096.tif
znz,2,znz_aee7fd_06962.tif
dar,3,dar_a017f9_00421.tif
znz,4,znz_3b20d4_10684.tif
znz,0,znz_9b8638_15086.tif
znz,1,znz_c7415c_12211.tif
znz,2,znz_bd5c14_15726.tif
znz,3,znz_bc32f1_08787.tif
znz,4,znz_aee7fd_07142.tif
dar,0,dar_42f235_02038.tif
znz,1,znz_75cdfa_08408.tif
znz,2,znz_c7415c_12465.tif
znz,3,znz_bd5c14_15281.tif
znz,4,znz_bc32f1_09112.tif
znz,0,znz_9b8638_14971.tif
znz,1,znz_9b8638_14690.tif
znz,2,znz_9b8638_15009.tif
znz,3,znz_425403_14341.tif
dar,4,dar_42f235_01920.tif
znz,0,znz_076995_11327.tif
znz,1,znz_06f252_06328.tif
dar,2,dar_0a4c40_04060.tif
znz,3,znz_3b20d4_11013.tif
mon,4,mon_493701_05691.tif
znz,0,znz_3f8360_12683.tif
dar,1,dar_0a4c40_03680.tif
znz,2,znz_425403_13829.tif
dar,3,dar_b15fce_00005.tif
znz,4,znz_3b20d4_10865.tif
acc,0,acc_665946_04839.tif
znz,1,znz_75cdfa_07960.tif
znz,2,znz_3f8360_12687.tif
dar,3,dar_f883a0_02831.tif
znz,4,znz_3f8360_13124.tif
znz,0,znz_aee7fd_07043.tif
znz,1,znz_75cdfa_08142.tif
dar,2,dar_0a4c40_03870.tif
znz,3,znz_9b8638_15179.tif
mon,4,mon_207cc7_05722.tif
dar,0,dar_b15fce_00136.tif
znz,1,znz_75cdfa_08378.tif
acc,2,acc_d41d81_05218.tif
dar,3,dar_f883a0_03464.tif
znz,4,znz_bd5c14_15852.tif
dar,0,dar_42f235_01309.tif
dar,1,dar_42f235_01822.tif
dar,2,dar_0a4c40_03632.tif
znz,3,znz_75cdfa_08302.tif
znz,4,znz_33cae6_09595.tif
znz,0,znz_aee7fd_06941.tif
znz,1,znz_bd5c14_15293.tif
mon,2,mon_401175_05967.tif
acc,3,acc_665946_04741.tif
znz,4,znz_06f252_06027.tif
dar,0,dar_f883a0_02734.tif
acc,1,acc_ca041a_05155.tif
znz,2,znz_bc32f1_08694.tif
dar,3,dar_b15fce_00263.tif
znz,4,znz_75cdfa_07935.tif
znz,0,znz_75cdfa_08270.tif
znz,1,znz_06f252_06586.tif
znz,2,znz_bc32f1_09245.tif
znz,3,znz_e52478_13321.tif
znz,4,znz_3b20d4_10788.tif
dar,0,dar_b15fce_00132.tif
dar,1,dar_42f235_02116.tif
znz,2,znz_aee7fd_07427.tif
dar,3,dar_a017f9_00420.tif
acc,4,acc_a42435_04484.tif
dar,0,dar_b15fce_00336.tif
znz,1,znz_3f8360_13038.tif
ptn,2,ptn_abe1a3_05578.tif
dar,3,dar_b15fce_00061.tif
znz,4,znz_bc32f1_09035.tif
znz,0,znz_bc32f1_09159.tif
znz,1,znz_aee7fd_06915.tif
acc,2,acc_665946_04681.tif
znz,3,znz_076995_11546.tif
znz,4,znz_9b8638_14835.tif
znz,0,znz_3b20d4_10777.tif
znz,1,znz_bd5c14_15649.tif
znz,2,znz_425403_14053.tif
znz,3,znz_bd5c14_15356.tif
znz,4,znz_aee7fd_07096.tif
znz,0,znz_3b20d4_10434.tif
znz,1,znz_bc32f1_08873.tif
dar,2,dar_f883a0_02905.tif
dar,3,dar_a017f9_00490.tif
dar,4,dar_42f235_01567.tif
dar,0,dar_353093_00916.tif
dar,1,dar_353093_00906.tif
znz,2,znz_076995_11336.tif
ptn,3,ptn_abe1a3_05600.tif
dar,4,dar_a017f9_00440.tif
znz,0,znz_bd5c14_15700.tif
znz,1,znz_33cae6_10014.tif
znz,2,znz_e52478_13607.tif
dar,3,dar_a017f9_00723.tif
znz,4,znz_06f252_06714.tif
znz,0,znz_3b20d4_10320.tif
znz,1,znz_bc32f1_09010.tif
znz,2,znz_bc32f1_09367.tif
znz,3,znz_3b20d4_10416.tif
dar,4,dar_b15fce_00213.tif
dar,0,dar_f883a0_02433.tif
znz,1,znz_bc32f1_09055.tif
dar,2,dar_42f235_02258.tif
acc,3,acc_d41d81_05183.tif
dar,4,dar_353093_00767.tif
znz,0,znz_06f252_06862.tif
znz,1,znz_33cae6_10170.tif
znz,2,znz_33cae6_09761.tif
znz,3,znz_bd5c14_15910.tif
znz,4,znz_9b8638_14820.tif
znz,0,znz_3f8360_12659.tif
dar,1,dar_f883a0_03168.tif
znz,2,znz_33cae6_09619.tif
dar,3,dar_f883a0_03385.tif
znz,4,znz_06f252_06367.tif
znz,0,znz_3f8360_12682.tif
znz,1,znz_e52478_13304.tif
znz,2,znz_75cdfa_08099.tif
znz,3,znz_bc32f1_09527.tif
znz,4,znz_076995_11449.tif
znz,0,znz_bc32f1_09515.tif
dar,1,dar_42f235_01700.tif
znz,2,znz_06f252_06086.tif
znz,3,znz_bc32f1_08837.tif
dar,4,dar_42f235_02312.tif
dar,0,dar_a017f9_00689.tif
znz,1,znz_75cdfa_08163.tif
znz,2,znz_06f252_06834.tif
acc,3,acc_d41d81_05385.tif
znz,4,znz_bc32f1_09147.tif
znz,0,znz_9b8638_14650.tif
znz,1,znz_e52478_13596.tif
znz,2,znz_bd5c14_15808.tif
mon,3,mon_401175_05959.tif
acc,4,acc_665946_04902.tif
dar,0,dar_0a4c40_03587.tif
dar,1,dar_42f235_01637.tif
dar,2,dar_0a4c40_04201.tif
znz,3,znz_c7415c_12289.tif
znz,4,znz_33cae6_09805.tif
znz,0,znz_9b8638_15103.tif
dar,1,dar_f883a0_03336.tif
dar,2,dar_0a4c40_04135.tif
znz,3,znz_9b8638_14964.tif
dar,4,dar_a017f9_00682.tif
znz,0,znz_425403_13861.tif
dar,1,dar_42f235_01945.tif
dar,2,dar_42f235_02059.tif
znz,3,znz_75cdfa_08001.tif
znz,4,znz_aee7fd_07365.tif
znz,0,znz_bc32f1_09153.tif
znz,1,znz_bc32f1_09163.tif
znz,2,znz_75cdfa_08042.tif
dar,3,dar_0a4c40_03732.tif
znz,4,znz_aee7fd_07097.tif
znz,0,znz_bd5c14_15329.tif
acc,1,acc_ca041a_04920.tif
znz,2,znz_bc32f1_08945.tif
dar,3,dar_f883a0_02952.tif
znz,4,znz_bc32f1_08816.tif
znz,0,znz_9b8638_14826.tif
dar,1,dar_0a4c40_04352.tif
znz,2,znz_076995_11490.tif
znz,3,znz_3f8360_12656.tif
znz,4,znz_c7415c_12403.tif
znz,0,znz_3f8360_12721.tif
dar,1,dar_42f235_02265.tif
znz,2,znz_bd5c14_16016.tif
dar,3,dar_353093_00828.tif
znz,4,znz_3b20d4_10675.tif
znz,0,znz_3b20d4_10604.tif
dar,1,dar_42f235_01557.tif
znz,2,znz_3b20d4_10853.tif
znz,3,znz_425403_13775.tif
dar,4,dar_353093_00770.tif
dar,0,dar_42f235_01554.tif
znz,1,znz_bc32f1_08689.tif
znz,2,znz_3f8360_12910.tif
znz,3,znz_75cdfa_08105.tif
dar,4,dar_0a4c40_04173.tif
znz,0,znz_e52478_13512.tif
dar,1,dar_42f235_01556.tif
dar,2,dar_f883a0_02908.tif
dar,3,dar_f883a0_03014.tif
znz,4,znz_425403_14405.tif
znz,0,znz_9b8638_14970.tif
znz,1,znz_3b20d4_10504.tif
znz,2,znz_076995_11520.tif
acc,3,acc_ca041a_05055.tif
znz,4,znz_425403_14339.tif
dar,0,dar_f883a0_02377.tif
dar,1,dar_b15fce_00179.tif
acc,2,acc_665946_04878.tif
znz,3,znz_9b8638_14541.tif
znz,4,znz_75cdfa_08492.tif
dar,0,dar_0a4c40_03985.tif
znz,1,znz_9b8638_14536.tif
znz,2,znz_076995_11764.tif
znz,3,znz_aee7fd_07722.tif
znz,4,znz_3f8360_13074.tif
acc,0,acc_d41d81_05330.tif
acc,1,acc_a42435_04563.tif
dar,2,dar_a017f9_00645.tif
znz,3,znz_06f252_06070.tif
znz,4,znz_75cdfa_08617.tif
znz,0,znz_06f252_06453.tif
znz,1,znz_75cdfa_07956.tif
znz,2,znz_75cdfa_07897.tif
dar,3,dar_353093_00945.tif
znz,4,znz_425403_13973.tif
dar,0,dar_0a4c40_04261.tif
dar,1,dar_42f235_01221.tif
znz,2,znz_e52478_13325.tif
dar,3,dar_f883a0_03441.tif
acc,4,acc_ca041a_04917.tif
acc,0,acc_a42435_04562.tif
znz,1,znz_c7415c_11960.tif
znz,2,znz_bc32f1_08704.tif
dar,3,dar_0a4c40_03853.tif
znz,4,znz_3f8360_13045.tif
znz,0,znz_75cdfa_08073.tif
znz,1,znz_bd5c14_15361.tif
znz,2,znz_076995_11654.tif
znz,3,znz_33cae6_09748.tif
znz,4,znz_c7415c_12527.tif
mon,0,mon_401175_05902.tif
dar,1,dar_0a4c40_03767.tif
znz,2,znz_9b8638_15033.tif
acc,3,acc_d41d81_05398.tif
znz,4,znz_aee7fd_07729.tif
znz,0,znz_e52478_13590.tif
dar,1,dar_42f235_01150.tif
dar,2,dar_0a4c40_04249.tif
znz,3,znz_bc32f1_09069.tif
znz,4,znz_425403_13678.tif
znz,0,znz_06f252_06168.tif
dar,1,dar_b15fce_00008.tif
znz,2,znz_e52478_13437.tif
znz,3,znz_aee7fd_07624.tif
znz,4,znz_3f8360_12728.tif
znz,0,znz_aee7fd_07470.tif
znz,1,znz_3b20d4_10723.tif
znz,2,znz_076995_11255.tif
dar,3,dar_42f235_01850.tif
znz,4,znz_bc32f1_08966.tif
znz,0,znz_bc32f1_08759.tif
znz,1,znz_33cae6_09815.tif
dar,2,dar_f883a0_02502.tif
znz,3,znz_33cae6_09896.tif
znz,4,znz_9b8638_15148.tif
znz,0,znz_425403_13812.tif
znz,1,znz_3f8360_13100.tif
dar,2,dar_f883a0_02727.tif
acc,3,acc_665946_04677.tif
znz,4,znz_425403_14335.tif
dar,0,dar_42f235_01735.tif
dar,1,dar_42f235_01353.tif
znz,2,znz_06f252_06268.tif
znz,3,znz_3f8360_13079.tif
dar,4,dar_f883a0_03296.tif
znz,0,znz_3b20d4_10522.tif
znz,1,znz_c7415c_12096.tif
dar,2,dar_f883a0_03172.tif
dar,3,dar_b15fce_00301.tif
znz,4,znz_bd5c14_15996.tif
dar,0,dar_0a4c40_04019.tif
dar,1,dar_f883a0_03043.tif
acc,2,acc_a42435_04517.tif
znz,3,znz_9b8638_15013.tif
dar,4,dar_f883a0_03160.tif
dar,0,dar_0a4c40_03974.tif
znz,1,znz_bc32f1_08963.tif
dar,2,dar_353093_00845.tif
dar,3,dar_42f235_02261.tif
dar,4,dar_a017f9_00622.tif
znz,0,znz_aee7fd_06888.tif
dar,1,dar_f883a0_02598.tif
znz,2,znz_bd5c14_15393.tif
dar,3,dar_42f235_02263.tif
znz,4,znz_75cdfa_08448.tif
znz,0,znz_9b8638_15070.tif
znz,1,znz_75cdfa_08401.tif
dar,2,dar_f883a0_02807.tif
dar,3,dar_0a4c40_04005.tif
znz,4,znz_c7415c_12058.tif
znz,0,znz_425403_13649.tif
znz,1,znz_bc32f1_09091.tif
dar,2,dar_0a4c40_03867.tif
znz,3,znz_bd5c14_15958.tif
znz,4,znz_9b8638_15039.tif
znz,0,znz_c7415c_12388.tif
znz,1,znz_06f252_06020.tif
dar,2,dar_0a4c40_04182.tif
znz,3,znz_e52478_13493.tif
znz,4,znz_3b20d4_11125.tif
dar,0,dar_b15fce_00197.tif
znz,1,znz_9b8638_14697.tif
znz,2,znz_75cdfa_08000.tif
ptn,3,ptn_f49f31_05402.tif
dar,4,dar_42f235_01639.tif
znz,0,znz_06f252_06659.tif
dar,1,dar_42f235_01200.tif
dar,2,dar_f883a0_02646.tif
znz,3,znz_425403_14465.tif
znz,4,znz_bd5c14_15234.tif
mon,0,mon_207cc7_05738.tif
znz,1,znz_3b20d4_10355.tif
acc,2,acc_d41d81_05221.tif
dar,3,dar_a017f9_00426.tif
dar,4,dar_f883a0_03427.tif
znz,0,znz_425403_14355.tif
dar,1,dar_353093_00865.tif
kam,2,kam_4e7c7f_16105.tif
znz,3,znz_06f252_06444.tif
znz,4,znz_3f8360_12791.tif
znz,0,znz_06f252_06841.tif
dar,1,dar_42f235_02206.tif
znz,2,znz_bc32f1_08924.tif
znz,3,znz_9b8638_14623.tif
znz,4,znz_33cae6_09959.tif
znz,0,znz_3f8360_13245.tif
dar,1,dar_0a4c40_04287.tif
dar,2,dar_0a4c40_03592.tif
dar,3,dar_42f235_01682.tif
znz,4,znz_425403_14063.tif
dar,0,dar_0a4c40_04139.tif
dar,1,dar_f883a0_03194.tif
acc,2,acc_d41d81_05293.tif
dar,3,dar_42f235_01708.tif
acc,4,acc_665946_04875.tif
dar,0,dar_353093_01024.tif
dar,1,dar_b15fce_00182.tif
znz,2,znz_9b8638_14807.tif
znz,3,znz_076995_11908.tif
znz,4,znz_bd5c14_15892.tif
znz,0,znz_33cae6_09824.tif
znz,1,znz_3b20d4_10491.tif
acc,2,acc_ca041a_05079.tif
znz,3,znz_bc32f1_09240.tif
znz,4,znz_9b8638_15044.tif
znz,0,znz_aee7fd_07597.tif
znz,1,znz_076995_11697.tif
dar,2,dar_a017f9_00401.tif
znz,3,znz_3b20d4_10625.tif
znz,4,znz_aee7fd_07215.tif
znz,0,znz_3f8360_13260.tif
znz,1,znz_bd5c14_15205.tif
znz,2,znz_75cdfa_08027.tif
mon,3,mon_401175_05847.tif
znz,4,znz_bd5c14_15487.tif
acc,0,acc_a42435_04477.tif
znz,1,znz_bc32f1_08927.tif
znz,2,znz_33cae6_10000.tif
dar,3,dar_f883a0_03200.tif
dar,4,dar_0a4c40_03577.tif
znz,0,znz_06f252_06227.tif
znz,1,znz_33cae6_09829.tif
dar,2,dar_b15fce_00113.tif
acc,3,acc_a42435_04624.tif
znz,4,znz_c7415c_12124.tif
acc,0,acc_ca041a_05059.tif
znz,1,znz_425403_14419.tif
znz,2,znz_75cdfa_08141.tif
znz,3,znz_076995_11363.tif
dar,4,dar_0a4c40_03935.tif
znz,0,znz_33cae6_09784.tif
znz,1,znz_425403_13711.tif
znz,2,znz_3b20d4_10828.tif
znz,3,znz_06f252_06249.tif
znz,4,znz_aee7fd_07672.tif
dar,0,dar_42f235_02015.tif
znz,1,znz_06f252_06152.tif
acc,2,acc_ca041a_05119.tif
znz,3,znz_3f8360_12842.tif
znz,4,znz_bc32f1_08823.tif
dar,0,dar_f883a0_02909.tif
znz,1,znz_076995_11718.tif
dar,2,dar_0a4c40_03863.tif
mon,3,mon_401175_05860.tif
znz,4,znz_c7415c_12145.tif
dar,0,dar_0a4c40_04030.tif
acc,1,acc_d41d81_05379.tif
znz,2,znz_9b8638_14812.tif
znz,3,znz_c7415c_11962.tif
mon,4,mon_207cc7_05705.tif
nia,0,nia_825a50_04455.tif
dar,1,dar_353093_00871.tif
znz,2,znz_3f8360_13228.tif
znz,3,znz_06f252_06156.tif
acc,4,acc_665946_04694.tif
znz,0,znz_9b8638_15083.tif
dar,1,dar_0a4c40_03693.tif
znz,2,znz_06f252_06475.tif
znz,3,znz_c7415c_12191.tif
znz,4,znz_33cae6_09647.tif
znz,0,znz_33cae6_09853.tif
acc,1,acc_665946_04700.tif
znz,2,znz_06f252_06269.tif
znz,3,znz_bd5c14_15636.tif
dar,4,dar_42f235_01369.tif
dar,0,dar_f883a0_02524.tif
znz,1,znz_c7415c_11986.tif
acc,2,acc_ca041a_05094.tif
acc,3,acc_665946_04654.tif
dar,4,dar_42f235_01324.tif
znz,0,znz_c7415c_11963.tif
znz,1,znz_bc32f1_09235.tif
znz,2,znz_bc32f1_08720.tif
znz,3,znz_425403_13939.tif
znz,4,znz_3b20d4_11124.tif
znz,0,znz_9b8638_14876.tif
acc,1,acc_ca041a_05046.tif
znz,2,znz_9b8638_14952.tif
dar,3,dar_f883a0_02402.tif
znz,4,znz_076995_11422.tif
dar,0,dar_0a4c40_04285.tif
znz,1,znz_aee7fd_07150.tif
znz,2,znz_076995_11253.tif
dar,3,dar_42f235_01243.tif
znz,4,znz_c7415c_12209.tif
znz,0,znz_75cdfa_08343.tif
dar,1,dar_42f235_01809.tif
znz,2,znz_06f252_06290.tif
znz,3,znz_75cdfa_08376.tif
znz,4,znz_bd5c14_15679.tif
znz,0,znz_c7415c_12229.tif
znz,1,znz_bc32f1_08957.tif
dar,2,dar_42f235_01801.tif
znz,3,znz_aee7fd_07614.tif
dar,4,dar_f883a0_02389.tif
znz,0,znz_75cdfa_08458.tif
kam,1,kam_4e7c7f_16243.tif
znz,2,znz_3b20d4_11146.tif
znz,3,znz_3b20d4_10360.tif
znz,4,znz_3b20d4_10526.tif
znz,0,znz_9b8638_14552.tif
dar,1,dar_0a4c40_03757.tif
znz,2,znz_aee7fd_07653.tif
znz,3,znz_9b8638_15167.tif
znz,4,znz_3f8360_12999.tif
znz,0,znz_06f252_06853.tif
dar,1,dar_f883a0_02687.tif
znz,2,znz_3f8360_13160.tif
dar,3,dar_0a4c40_03785.tif
znz,4,znz_076995_11838.tif
dar,0,dar_f883a0_02985.tif
znz,1,znz_3f8360_13118.tif
dar,2,dar_42f235_01904.tif
znz,3,znz_bd5c14_16049.tif
znz,4,znz_aee7fd_07207.tif
znz,0,znz_06f252_06017.tif
dar,1,dar_353093_01014.tif
znz,2,znz_c7415c_12192.tif
znz,3,znz_bc32f1_09257.tif
dar,4,dar_353093_00881.tif
dar,0,dar_a017f9_00485.tif
znz,1,znz_c7415c_12455.tif
znz,2,znz_425403_13854.tif
acc,3,acc_a42435_04597.tif
acc,4,acc_ca041a_05032.tif
dar,0,dar_42f235_02049.tif
znz,1,znz_bd5c14_16068.tif
znz,2,znz_3b20d4_10490.tif
znz,3,znz_3f8360_13170.tif
znz,4,znz_75cdfa_08569.tif
znz,0,znz_076995_11494.tif
znz,1,znz_aee7fd_07431.tif
znz,2,znz_3f8360_13117.tif
znz,3,znz_3f8360_13227.tif
znz,4,znz_75cdfa_08254.tif
znz,0,znz_9b8638_15136.tif
znz,1,znz_c7415c_12423.tif
znz,2,znz_425403_13624.tif
dar,3,dar_f883a0_03291.tif
znz,4,znz_3b20d4_10630.tif
mon,0,mon_207cc7_05770.tif
dar,1,dar_42f235_02079.tif
dar,2,dar_b15fce_00167.tif
znz,3,znz_076995_11742.tif
znz,4,znz_9b8638_14789.tif
znz,0,znz_bd5c14_15387.tif
dar,1,dar_0a4c40_04155.tif
znz,2,znz_bd5c14_15596.tif
dar,3,dar_f883a0_02588.tif
znz,4,znz_75cdfa_08353.tif
dar,0,dar_f883a0_02625.tif
znz,1,znz_076995_11262.tif
znz,2,znz_3b20d4_10636.tif
dar,3,dar_0a4c40_04140.tif
znz,4,znz_bc32f1_09115.tif
znz,0,znz_3f8360_12836.tif
znz,1,znz_06f252_06116.tif
znz,2,znz_425403_13900.tif
znz,3,znz_3b20d4_10710.tif
znz,4,znz_9b8638_15115.tif
znz,0,znz_3b20d4_10380.tif
znz,1,znz_c7415c_12376.tif
dar,2,dar_f883a0_02461.tif
znz,3,znz_425403_14500.tif
znz,4,znz_06f252_06248.tif
znz,0,znz_06f252_06080.tif
dar,1,dar_b15fce_00034.tif
znz,2,znz_75cdfa_07912.tif
znz,3,znz_425403_13762.tif
znz,4,znz_bc32f1_09492.tif
znz,0,znz_06f252_06391.tif
znz,1,znz_076995_11790.tif
znz,2,znz_3f8360_12792.tif
znz,3,znz_aee7fd_07297.tif
znz,4,znz_75cdfa_08471.tif
znz,0,znz_425403_13720.tif
acc,1,acc_d41d81_05365.tif
znz,2,znz_aee7fd_07030.tif
dar,3,dar_42f235_02340.tif
znz,4,znz_aee7fd_07576.tif
znz,0,znz_076995_11399.tif
znz,1,znz_bc32f1_09506.tif
znz,2,znz_06f252_06135.tif
znz,3,znz_9b8638_14795.tif
znz,4,znz_33cae6_09939.tif
znz,0,znz_3b20d4_11165.tif
dar,1,dar_42f235_01262.tif
dar,2,dar_0a4c40_03927.tif
znz,3,znz_bc32f1_09226.tif
acc,4,acc_ca041a_05017.tif
znz,0,znz_bc32f1_08991.tif
znz,1,znz_33cae6_09758.tif
znz,2,znz_3b20d4_10413.tif
dar,3,dar_f883a0_02439.tif
dar,4,dar_42f235_01759.tif
ptn,0,ptn_f49f31_05400.tif
znz,1,znz_bc32f1_08944.tif
znz,2,znz_75cdfa_07931.tif
dar,3,dar_42f235_01746.tif
znz,4,znz_e52478_13406.tif
acc,0,acc_665946_04872.tif
dar,1,dar_f883a0_02368.tif
dar,2,dar_f883a0_02668.tif
dar,3,dar_f883a0_02762.tif
znz,4,znz_425403_14269.tif
dar,0,dar_b15fce_00335.tif
znz,1,znz_e52478_13569.tif
znz,2,znz_aee7fd_07767.tif
znz,3,znz_bd5c14_15712.tif
dar,4,dar_353093_00963.tif
dar,0,dar_0a4c40_03896.tif
znz,1,znz_33cae6_09756.tif
dar,2,dar_f883a0_02858.tif
acc,3,acc_ca041a_04922.tif
dar,4,dar_f883a0_02939.tif
znz,0,znz_bd5c14_15598.tif
dar,1,dar_42f235_01656.tif
znz,2,znz_75cdfa_08102.tif
dar,3,dar_0a4c40_03551.tif
dar,4,dar_f883a0_02426.tif
dar,0,dar_f883a0_03140.tif
znz,1,znz_425403_14410.tif
dar,2,dar_42f235_01630.tif
dar,3,dar_f883a0_02897.tif
dar,4,dar_f883a0_02986.tif
mon,0,mon_f15272_05815.tif
znz,1,znz_bc32f1_09497.tif
znz,2,znz_75cdfa_07836.tif
znz,3,znz_aee7fd_07193.tif
znz,4,znz_3f8360_13191.tif
znz,0,znz_bd5c14_15728.tif
znz,1,znz_076995_11869.tif
acc,2,acc_665946_04816.tif
mon,3,mon_401175_05917.tif
acc,4,acc_d41d81_05339.tif
znz,0,znz_75cdfa_08533.tif
znz,1,znz_aee7fd_07138.tif
znz,2,znz_bc32f1_08894.tif
dar,3,dar_b15fce_00223.tif
dar,4,dar_0a4c40_03994.tif
dar,0,dar_0a4c40_03826.tif
znz,1,znz_33cae6_10283.tif
znz,2,znz_3b20d4_10917.tif
